Question,context,ideal_answer,answer,F1 score,bert score,blue score,SentenceSim score,meteor score,rouge score,SimHash score,perplexity score
Where can I find quota arrangements? ,"With this app you can display and manage quota arrangements. This app enables you to specify the portion of a requirement that can be obtained from a certain source of supply over a specific period of time. If a quota arrangement exists for a material, the system takes this quota arrangement into account during the source determination process. You can specify a quota arrangement for a material and plant combination for a specific validity period.",You can display and manage quota arrangements in the Manage Quota Arrangements app. ,in the quotas file in the quotas folder,0.1111111111111111,0.6449291825294494,4.829607837557235e-155,0.7063891,0.3670058139534884,0.380952380952381,31,13.490737563232042
How do I create a quota arrangement?,"With this app you can display and manage quota arrangements. This app enables you to specify the portion of a requirement that can be obtained from a certain source of supply over a specific period of time. If a quota arrangement exists for a material, the system takes this quota arrangement into account during the source determination process. You can specify a quota arrangement for a material and plant combination for a specific validity period.",You can create quota arrangements in the Manage Quota Arrangements app,Create a new quota arrangement. Select the quota arrangement to which you want to apply the withholding tax type.,0.3076923076923077,0.47231684083288367,4.7929675183923966e-232,0.58684343,0.28622448979591836,0.4666666666666667,21,11.782182882319768
What is a RQ?,"RQ (Internal Sourcing Request) If you select this document type, awarding takes place in an SAP S/4HANA system. Central supplier quotations and follow-on documents must be created manually.",RQ is an internal sourcing request and used to create a central RFQ where awarding takes place in an SAP S/4HANA system. ,Request for Qualifications. A Request for Qualifications (RQ) is a document that identifies the qualifications and experience required to perform a specific job.,0.2631578947368421,0.5294213747536695,1.0941697453784186e-231,0.6891695,0.13157894736842105,0.2608695652173913,35,22.778811627198518
How do I make sure a central RFQ is sent to an Ariba system?,"RE (External Sourcing Request) If you select this document type, the central RFQ is sent to SAP Ariba Sourcing, where the suppliers can place their bids, and the awarding takes place in SAP Ariba Sourcing. Central supplier quotations and follow-on documents are created automatically.",Use an external sourcing request (RE) to send the central RFQ to an Ariba system.,You can use the following method to make sure a central RFQ is sent to an Ariba system:,0.5185185185185186,0.7155169943968455,0.16253030682894548,0.9114706,0.43536481808086747,0.5454545454545454,23,13.901070872702372
What is a purchase contract? ,"A purchase contract is a legally binding purchase outline agreement that contains special conditions that are negotiated between a buyer and a seller, regarding the goods to be supplied or services to be performed. It is valid for a specific period, during which goods and services are provided to the buyer.",A legally binding purchase outline agreement containing the conditions negotiated between a buyer and a seller.,purchase orders or shipping notifications The system suggests all the key data for the goods receipt from the preceding document,0.07142857142857144,0.5633912597383771,8.943621049839476e-232,0.33375767,0.050761421319796954,0.11111111111111112,29,16.795120867813498
Where do I need rounding profiles?,"When you enter purchase orders and sales orders, you can have the system optimize the quantities to ensure that in agreements with customers or suppliers threshold values or the use of complete logistical units of measure, such as whole pallets, can, for example, be guaranteed.",Rounding profiles are used to optimize the quantities.,"Integration Required Function Required Component Updating stock at goods receipt Article, Site, Inventory Management Updating purchase order history at goods receipt for a purchase order Ordering Updating of cost values for the goods receipt items in Financial Accounting Financial Accounting Updating of account assignment objects at goods receipt for purchase orders assigned to an account Controlling",0.03333333333333333,0.388473859717769,5.403971076097566e-234,0.101699375,0.03766478342749529,0.0625,31,8.962220682866496
What types of rounding profiles exist? ,"Static rounding profiles are used when you want to round up to a multiple of a unit of measure without changing the unit of measure. However, static rounding profiles can only be used to round up rather than round down quantities.",Static and dynamic rounding profiles,"Default, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, Default with Default Tax, ",0.0,0.4401669357444199,0.0,0.12330398,0.0,0.0,37,6.000000000000002
Where do I maintain rounding profiles?,"In Maintain Rounding Profile configuration step, you must define a rounding profile, a rounding rule, and a unit of measure group. ",In the Maintain Rounding Profile configuration step.,"in the SAP system, in the ABAP code",0.16666666666666666,0.5651530683040619,9.55980462367717e-232,0.13715816,0.21067415730337075,0.26666666666666666,28,7.737345681070677
When do I use dynamic rounding?,"n Maintain Rounding Profile configuration step, you define how dynamic rounding takes place, by defining a dynamic rounding profile, a rounding rule, and a unit of measure group. Rounding profiles and unit of measure groups are then assigned to the products / purchasing info record.

Dynamic Rounding Profile.

A dynamic rounding profile consists of a rounding rule and a rounding method.

Rounding method.

The rounding method controls how rounding is performed. The rounding methods that are possible are predefined in the system. The following are examples of possible rounding methods:

Rounding to a multiple of the order/sales unit without a change in the unit of measure.

Rounding to a multiple of the order/sales unit with a possible change to the unit of measure (for example, to larger units, such as pallets).

Rounding rule

The rounding rule consists of units of measure and percentage threshold values. You can define your own rounding rules in Maintain Rounding Profile configuration step. You do this by assigning a threshold value at which the system rounds up or down, to each unit of measure. The rules for conversion between the different units of measure must be defined in the relevant product master.

Unit of measure group

The unit of measure group specifies which units of measure are allowed for the supplier or the recipient of the goods. The units of measure to be used in rounding are derived from the rounding rule and the units of measure to be used for the product. If you wish to round to a specific unit of measure, the system performs the following checks based on the settings in the rounding profile:

Is the unit of measure contained in the unit of measure group for the product from the supplier?

Is the unit of measure contained in the unit of measure group for the product from the distribution chain?",Dynamic rounding rounds to multiples of a unit of measure and are suited for rounding to complete logistical units of measure such as whole pallets.,When I am converting a decimal number to a fraction.,0.0625,0.5866801386529749,1.0618063059647207e-231,0.2583443,0.16000000000000003,0.11428571428571428,31,23.975095546559153
When do I use static rounding? ,"A static rounding profile comprises threshold and rounding values, whereby every threshold value is assigned a rounding value. In rounding off, the system starts with the highest level in the rounding profile. It processes all the levels below that, carrying out the calculation until the procedure is stopped or until the lowest level is reached. The lowest level is processed differently, as the rounding logic is different here than in the other levels.

The steps in the procedure are as follows:

As long as the lowest level has not been reached:

It divides the quantity required into whole numbers by the rounding value of the current level.

It then checks whether the remainder is equal to or greater than the threshold value of the current level.

If yes:

It rounds up the quantity required to the next multiple of the rounding value of the current level and stops there.

If no:

It repeats the procedure with the next lower level.

If the lowest level has been reached:

It checks whether the quantity required is equal to or greater than the threshold value of the lowest level.

If yes:

It rounds up the quantity required to the next multiple of the rounding value of the first level and stops there.

If no:

It does not change the quantity required and stops there.","Static rounding round up to a multiple of a unit of measure without changing the unit of measure. They can only be used to round up, not to round down quantities.",when you are defining the withholding tax type for a payment posting,0.0,0.46633787338550275,8.972141065609098e-232,0.08435693,0.07042253521126761,0.09302325581395349,32,30.044577277277277
How can I adapt existing fields in SAP S/4HANA Sourcing and Procurement?,"You can change the layout of tables and forms directly in the running user interface. A special graphical user interface adaptation mode provides the mechanisms to hide fields in existing forms, tables, or filters. You can rename labels, add fields to the user interface from the field repository and move fields or entire blocks to other sections of the screen.","You can change the layout of tables and forms directly in the running user interface. A special graphical user interface adaptation mode provides the mechanisms to hide fields in existing forms, tables, or filters. You can rename labels, add fields to the user interface from the field repository and move fields or entire blocks to other sections of the screen.",You can adapt existing fields in SAP S/4HANA Sourcing and Procurement by using the SAP S/4HANA Sourcing and Procurement Field Configuration tool.,0.21621621621621623,0.5765008926391602,3.796435440183497e-155,0.28301668,0.25156661520297885,0.23809523809523808,32,45.41984955394023
How can I create custom logic for the BAdIs in SAP S/4HANA Sourcing and Procurement?,"Many business objects have enhancement spots (also called Business Add-Ins (BAdIs)). A BAdI allwos you to attach additional code to the existing program and it usually consists of two parts. These are definition and implementation. In the Custom Logic app, you can create custom logic for the BAdIs, for example, you can implement additional checks, set default values, or create mappings in combination with custom fields.","In the Custom Logic app, you can create custom logic for the BAdIs, for example, you can implement additional checks, set default values, or create mappings in combination with custom fields.",You can create custom logic for the BAdIs in SAP S/4HANA Sourcing and Procurement by using SAP Fiori apps.,0.3404255319148936,0.6203245658140916,0.16156345887749107,0.7107347,0.3680923182389458,0.39215686274509803,27,26.35431084844897
Which information is avaiblable on the Purchasing Spend card in the Purchasing overview app?,"- Shows you the overall purchasing spend, calculated using the aggregated purchase order values.

- You can switch the view between supplier, material group, and purchasing spend trend.

- Selecting the header brings you to the Purchasing Spend KPI.

- Purchasing Spend Trend shows you the trend of the overall purchasing spend over the last four quarters.

        - Shows Planned Spend of Schedule Line, Purchase Order Net   Amount, and Expected Spend of Purchase Requisition for the upcoming quarters.

        - Selecting the header brings you to the Purchase Order Value KPI.

        - You can also click one of the quarterly data points to get more information.

        - The graph reflects what's in the global filter.","It shows you the overall purchasing spend, calculated using the aggregated purchase order values. You can switch the view between supplier, material group, and purchasing spend trend. The graph reflects what's in the global filter.","Purchasing Spend, Purchase Orders, Purchase Orders by Category, Purchase Orders by Source",0.14285714285714288,0.4784736931324005,9.418382295637229e-232,0.4898551,0.356638418079096,0.20833333333333334,23,35.99999999999997
How can I change a price relating to a purchase contract? ,"You can change a price relating to a purchase contract in two ways:
Gross price
The price change is applied directly to the gross price.
Condition type
The price change relates to one particular condition type only. If the price change solely affects the freight costs, you can restrict the change to the condition type for freight costs.","You can change a price relating to a purchase contract in two ways, either the price change applies directly to the gross price or it relates to one particular condition type only.",Updating purchase order history at goods receipt for a purchase order Ordering,0.05128205128205127,0.5603142518263596,3.0650072094285356e-155,0.25582984,0.13204225352112678,0.09090909090909091,27,30.90915386915864
