Question,context,ideal_answer,answer,F1 score,bert score,blue score,SentenceSim score,meteor score,rouge score,SimHash score,perplexity score
What can I do in the Evaluating Suppliers app in Supplier Evaluation?,"You can use this app to access evaluation responses that category managers are asking you to fill out. You can also access responses that you have already filled out. Note that you can display submitted evaluation responses, but you can no longer change them.
Key Features
You can display evaluation responses, which can have the following statuses:
• New
• In process
• Submitted
You can also search for specific evaluation responses, using the statuses as search criteria.","You can use this app to access evaluation responses that category managers are asking you to fill out. You can also access responses that you have already filled out. Note that you can display submitted evaluation responses, but you can no longer change them.",response: You can use the Evaluating Suppliers application to rate the suppliers you are evaluating.; evidence: Evaluating Suppliers,0.19999999999999998,0.5952796936035156,1.3162666718999167e-78,0.345666,0.2032520325203252,0.2903225806451613,27,35.449972514025085
Where can I find quota arrangements? ,"With this app you can display and manage quota arrangements. This app enables you to specify the portion of a requirement that can be obtained from a certain source of supply over a specific period of time. If a quota arrangement exists for a material, the system takes this quota arrangement into account during the source determination process. You can specify a quota arrangement for a material and plant combination for a specific validity period.",You can display and manage quota arrangements in the Manage Quota Arrangements app. ,response: I do not have information regarding quota arrangements.; evidence: NA,0.17391304347826086,0.543644920984904,4.976381283078758e-155,0.692564,0.17151379567486955,0.16666666666666669,15,13.905997768932968
How do I create a quota arrangement?,"With this app you can display and manage quota arrangements. This app enables you to specify the portion of a requirement that can be obtained from a certain source of supply over a specific period of time. If a quota arrangement exists for a material, the system takes this quota arrangement into account during the source determination process. You can specify a quota arrangement for a material and plant combination for a specific validity period.",You can create quota arrangements in the Manage Quota Arrangements app,response: I am a financial manager who is trying to create a quota arrangement.; evidence: NA,0.16666666666666666,0.5130192041397095,5.249111552455261e-232,0.61004347,0.16524869109947646,0.2962962962962963,22,11.870190147560061
What is a RQ?,"RQ (Internal Sourcing Request) If you select this document type, awarding takes place in an SAP S/4HANA system. Central supplier quotations and follow-on documents must be created manually.",RQ is an internal sourcing request and used to create a central RFQ where awarding takes place in an SAP S/4HANA system. ,"response: The information about Read, Write Translations is not relevant.; evidence: Read, Write Translations",0.0625,0.5364928767085075,9.893133360884868e-232,0.05912496,0.07389162561576354,0.05405405405405405,29,22.927087918122442
How do I make sure a central RFQ is sent to an Ariba system?,"RE (External Sourcing Request) If you select this document type, the central RFQ is sent to SAP Ariba Sourcing, where the suppliers can place their bids, and the awarding takes place in SAP Ariba Sourcing. Central supplier quotations and follow-on documents are created automatically.",Use an external sourcing request (RE) to send the central RFQ to an Ariba system.,response: I do not have information regarding how to make sure a central RFQ is sent to an Ariba system.; evidence: NA,0.37499999999999994,0.6161265043275697,0.15330272465145417,0.9011762,0.3090897817460318,0.3783783783783784,26,14.302970419066028
What is a purchase contract? ,"A purchase contract is a legally binding purchase outline agreement that contains special conditions that are negotiated between a buyer and a seller, regarding the goods to be supplied or services to be performed. It is valid for a specific period, during which goods and services are provided to the buyer.",A legally binding purchase outline agreement containing the conditions negotiated between a buyer and a seller.,response: I am a virtual assistant who can only help you with information about $TOPIC.; evidence: NA,0.0,0.4638093411922455,7.95096645136912e-232,0.1362467,0.046511627906976744,0.06060606060606061,26,16.26269486544751
Where do I need rounding profiles?,"When you enter purchase orders and sales orders, you can have the system optimize the quantities to ensure that in agreements with customers or suppliers threshold values or the use of complete logistical units of measure, such as whole pallets, can, for example, be guaranteed.",Rounding profiles are used to optimize the quantities.,response: I do not have information regarding rounding profiles.; evidence: NA,0.2222222222222222,0.5002303143342336,6.42207747478458e-232,0.65721273,0.17746913580246912,0.2105263157894737,28,9.000000000000002
What types of rounding profiles exist? ,"Static rounding profiles are used when you want to round up to a multiple of a unit of measure without changing the unit of measure. However, static rounding profiles can only be used to round up rather than round down quantities.",Static and dynamic rounding profiles,response: I am unable to find information regarding rounding profiles.; evidence: NA,0.23529411764705882,0.4461726602166891,9.29446412632448e-156,0.61860466,0.12583892617449666,0.23529411764705882,18,5.90952825156533
Where do I maintain rounding profiles?,"In Maintain Rounding Profile configuration step, you must define a rounding profile, a rounding rule, and a unit of measure group. ",In the Maintain Rounding Profile configuration step.,response: I do not have information regarding where to maintain rounding profiles.; evidence: NA,0.2,0.5384264340003332,3.103614158540553e-232,0.7287719,0.22058823529411764,0.2857142857142857,21,8.0
When do I use dynamic rounding?,"n Maintain Rounding Profile configuration step, you define how dynamic rounding takes place, by defining a dynamic rounding profile, a rounding rule, and a unit of measure group. Rounding profiles and unit of measure groups are then assigned to the products / purchasing info record.

Dynamic Rounding Profile.

A dynamic rounding profile consists of a rounding rule and a rounding method.

Rounding method.

The rounding method controls how rounding is performed. The rounding methods that are possible are predefined in the system. The following are examples of possible rounding methods:

Rounding to a multiple of the order/sales unit without a change in the unit of measure.

Rounding to a multiple of the order/sales unit with a possible change to the unit of measure (for example, to larger units, such as pallets).

Rounding rule

The rounding rule consists of units of measure and percentage threshold values. You can define your own rounding rules in Maintain Rounding Profile configuration step. You do this by assigning a threshold value at which the system rounds up or down, to each unit of measure. The rules for conversion between the different units of measure must be defined in the relevant product master.

Unit of measure group

The unit of measure group specifies which units of measure are allowed for the supplier or the recipient of the goods. The units of measure to be used in rounding are derived from the rounding rule and the units of measure to be used for the product. If you wish to round to a specific unit of measure, the system performs the following checks based on the settings in the rounding profile:

Is the unit of measure contained in the unit of measure group for the product from the supplier?

Is the unit of measure contained in the unit of measure group for the product from the distribution chain?",Dynamic rounding rounds to multiples of a unit of measure and are suited for rounding to complete logistical units of measure such as whole pallets.,"response: I am a business owner who is a translator.; evidence: Operations for Key User Adaptation Read, Write Translations",0.048780487804878044,0.5032468512654305,1.0618063059647207e-231,0.021295384,0.08264462809917354,0.0909090909090909,34,25.839486174770343
When do I use static rounding? ,"A static rounding profile comprises threshold and rounding values, whereby every threshold value is assigned a rounding value. In rounding off, the system starts with the highest level in the rounding profile. It processes all the levels below that, carrying out the calculation until the procedure is stopped or until the lowest level is reached. The lowest level is processed differently, as the rounding logic is different here than in the other levels.

The steps in the procedure are as follows:

As long as the lowest level has not been reached:

It divides the quantity required into whole numbers by the rounding value of the current level.

It then checks whether the remainder is equal to or greater than the threshold value of the current level.

If yes:

It rounds up the quantity required to the next multiple of the rounding value of the current level and stops there.

If no:

It repeats the procedure with the next lower level.

If the lowest level has been reached:

It checks whether the quantity required is equal to or greater than the threshold value of the lowest level.

If yes:

It rounds up the quantity required to the next multiple of the rounding value of the first level and stops there.

If no:

It does not change the quantity required and stops there.","Static rounding round up to a multiple of a unit of measure without changing the unit of measure. They can only be used to round up, not to round down quantities.",response: I do not have information regarding when to use static rounding.; evidence: NA,0.19047619047619047,0.5419191618760427,1.0669733992029681e-231,0.7229252,0.21754535147392287,0.2222222222222222,32,29.45100597140119
How can I adapt existing fields in SAP S/4HANA Sourcing and Procurement?,"You can change the layout of tables and forms directly in the running user interface. A special graphical user interface adaptation mode provides the mechanisms to hide fields in existing forms, tables, or filters. You can rename labels, add fields to the user interface from the field repository and move fields or entire blocks to other sections of the screen.","You can change the layout of tables and forms directly in the running user interface. A special graphical user interface adaptation mode provides the mechanisms to hide fields in existing forms, tables, or filters. You can rename labels, add fields to the user interface from the field repository and move fields or entire blocks to other sections of the screen.",response: I do not have information regarding existing fields.; evidence: NA,0.0625,0.47690436244010925,8.412065649527267e-232,0.24544512,0.07462686567164181,0.056338028169014086,26,60.90840634183418
How can I create custom logic for the BAdIs in SAP S/4HANA Sourcing and Procurement?,"Many business objects have enhancement spots (also called Business Add-Ins (BAdIs)). A BAdI allwos you to attach additional code to the existing program and it usually consists of two parts. These are definition and implementation. In the Custom Logic app, you can create custom logic for the BAdIs, for example, you can implement additional checks, set default values, or create mappings in combination with custom fields.","In the Custom Logic app, you can create custom logic for the BAdIs, for example, you can implement additional checks, set default values, or create mappings in combination with custom fields.",response: I do not have information on how to create custom logic for the BAdIs in SAP S/4HANA Sourcing and Procurement.; evidence: NA,0.23529411764705882,0.5183741273358464,0.13191601177632875,0.7223507,0.20855379188712525,0.2545454545454545,23,28.131960037927584
Which information is avaiblable on the Purchasing Spend card in the Purchasing overview app?,"- Shows you the overall purchasing spend, calculated using the aggregated purchase order values.

- You can switch the view between supplier, material group, and purchasing spend trend.

- Selecting the header brings you to the Purchasing Spend KPI.

- Purchasing Spend Trend shows you the trend of the overall purchasing spend over the last four quarters.

        - Shows Planned Spend of Schedule Line, Purchase Order Net   Amount, and Expected Spend of Purchase Requisition for the upcoming quarters.

        - Selecting the header brings you to the Purchase Order Value KPI.

        - You can also click one of the quarterly data points to get more information.

        - The graph reflects what's in the global filter.","It shows you the overall purchasing spend, calculated using the aggregated purchase order values. You can switch the view between supplier, material group, and purchasing spend trend. The graph reflects what's in the global filter.",response: i. The Purchasing Spend card shows the total amount of the purchase and the total amount of the purchase order.; evidence: i. The Purchasing Spend card shows the total amount of the purchase and the total amount of the purchase order.,0.2580645161290323,0.5653114270190803,4.338447293476101e-155,0.48207885,0.24242203674948234,0.3333333333333333,27,27.313733564958333
How can I change a price relating to a purchase contract? ,"You can change a price relating to a purchase contract in two ways:
Gross price
The price change is applied directly to the gross price.
Condition type
The price change relates to one particular condition type only. If the price change solely affects the freight costs, you can restrict the change to the condition type for freight costs.","You can change a price relating to a purchase contract in two ways, either the price change applies directly to the gross price or it relates to one particular condition type only.",response: You cannot change a price relating to a purchase contract.; evidence: NA,0.358974358974359,0.628534676397548,0.22068603375419538,0.69161475,0.4532804857480182,0.4,21,23.303343293877365
